PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
01OFL,8/8/KPk5/2rp1p1P/4p1p1/2n5/2R3B1/8 b - - 0 51,e4e3 g2f1 c3e4 f1b5 c6d6 b6b7,1974,213,82,34,advancedPawn advantage endgame long quietMove,https://lichess.org/UquBiCsy/black#102,
01OFy,r4rk1/pppbq1pp/1b3p2/3Bp2R/3P4/2P3P1/PP3P1P/R1BQ2K1 b - - 0 16,g8h8 h5h7 h8h7 d1h5,1418,151,38,17,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/JpoGe8OK/black#32,French_Defense French_Defense_Kings_Indian_Attack
01OKT,r1b2r1k/1ppn1pp1/p2p3p/4p3/1P2q3/PBP2N1P/2P2PP1/R2Q1RK1 b - - 1 14,f7f5 b3d5 e4d5 d1d5,1742,75,90,367,advantage middlegame short,https://lichess.org/ipbfcWN9/black#28,Russian_Game Russian_Game_Three_Knights_Game
01OKt,r2q1r2/pp1k4/2p4Q/3pn3/8/2P3PP/PP1N4/2KR1R2 w - - 2 28,f1e1 e5d3 c1c2 d3e1,1052,93,64,182031,advantage fork middlegame short,https://lichess.org/0UAYPkWO#55,
01OSA,1r2r3/R3nkb1/5p2/3p4/3P2N1/2P1R1PP/5P2/5K2 b - - 10 34,b8a8 e3e7 e8e7 a7a8,1638,77,87,58,advantage deflection middlegame short,https://lichess.org/odCy1UeG/black#68,
01OTB,8/8/3R2k1/6P1/1p3K2/8/8/1r6 b - - 3 59,g6h5 d6h6,536,86,100,334,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Tk895nNl/black#118,
01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1087,80,90,1157,crushing defensiveMove middlegame short,https://lichess.org/GbHWYq9g#79,
01OfD,8/1p6/k1q5/7P/p7/6P1/4Q2K/8 b - - 5 77,c6b5 e2b5 a6b5 h5h6 a4a3 h6h7,1334,80,92,4256,advancedPawn crushing endgame long master queenEndgame,https://lichess.org/01VgU6k2/black#154,
01OgB,r3r1k1/1ppQ1pp1/1p5p/1P6/3P4/2P5/3B1PPP/5qK1 w - - 0 22,g1f1 a8a1 d2c1 a1c1,858,78,100,1167,endgame mate mateIn2 short,https://lichess.org/3ASaJgPf#43,
01OkZ,8/p7/8/2p3P1/3k1N1P/6K1/8/3b4 b - - 4 42,a7a5 h4h5 d4e5 h5h6 d1c2 g3g4 c2f5 g4h5 e5f4 g5g6,2171,111,82,48,crushing defensiveMove endgame master masterVsMaster quietMove sacrifice veryLong,https://lichess.org/7YyhD0TT/black#84,
01Ooi,1r2r1k1/6bp/p2p2p1/2pPpP2/q1b1n1PQ/5N2/PP5R/KB5R b - - 1 35,c4a2 h4h7 g8f8 b1a2,1975,94,78,84,advantage intermezzo master middlegame short,https://lichess.org/yezTqvSv/black#70,
01Opl,8/8/4n3/4B3/2k1K3/1p6/5P2/8 w - - 0 56,e4f5 e6d4 f5e4 b3b2 e5d4 b2b1q,1369,75,85,360,advancedPawn crushing endgame long promotion,https://lichess.org/ND7kZ8aU#111,
01Ot9,8/8/5p2/5r1k/6Rp/5P2/4KP2/8 w - - 3 58,e2e3 f5e5 e3d3 e5g5 g4b4 h4h3,2518,92,67,47,crushing endgame long rookEndgame,https://lichess.org/XHnJHUML#115,
01Ou9,5N1k/5qp1/p6p/8/8/4r3/6PP/5R1K w - - 0 32,f1f7 e3e1 f7f1 e1f1,430,107,100,156,backRankMate endgame mate mateIn2 short,https://lichess.org/Fh2rZgZT#63,
01Ovv,r2r2k1/4qppp/8/1Q6/Rp1P4/1P4P1/K1P4P/5R2 w - - 0 31,a4a8 d8a8 a2b2 e7a7 b5b4 a7a2 b2c3 a8c8,1713,75,88,224,advantage endgame veryLong,https://lichess.org/kwsNUNzr#61,
01OwE,r2q1r2/5pkp/4p1p1/pp1pP2P/3P1Q2/1P3P2/P1P5/2KR3R b - - 0 21,a5a4 h5g6 f7g6 f4h6,1731,75,94,1129,crushing endgame short,https://lichess.org/PrDniYWc/black#42,
01Ox8,r5n1/1pp2rbk/p2p3p/3P3P/1PP1R3/P1q2N2/4QPP1/5RK1 b - - 2 27,g8f6 e4e3 a8e8 e3e8,1775,76,79,126,advantage middlegame short,https://lichess.org/Aiq1KKlt/black#54,
01P1X,r1b2rk1/pp2ppbp/5np1/2qP4/1n2P3/2N2N2/PP1B1PPP/R2QKB1R w KQ - 0 11,a2a3 f6e4 c3e4 b4c2 d1c2 c5c2,2105,78,92,131,advantage fork long opening sacrifice,https://lichess.org/MoQo8XAN#21,Grunfeld_Defense Grunfeld_Defense_Three_Knights_Variation
01P8L,3r3r/4bk2/1RQ1p3/3pP2p/P2n4/5p1P/6P1/R5K1 w - - 0 31,c6c3 d4e2 g1h2 e2c3,632,102,93,1518,crushing fork middlegame short,https://lichess.org/rkvIhbCW#61,
01PBg,5r2/2p2pbk/4p1p1/5n1p/1q3P1P/pP3Q2/P5P1/1BBR3K b - - 1 28,f5h4 f3h5 h7g8 h5h4,1416,75,96,2295,advantage middlegame pin short,https://lichess.org/1LECkn6C/black#56,
01PDg,1b5k/ppq2p1b/2p1pp1p/2n4Q/2N1PP2/PPN3rP/2P3BK/3R4 w - - 0 24,h5c5 c7f4 c3e2 g3g5 e2f4 b8f4 h2g1 g5c5,2684,108,86,109,advantage discoveredAttack middlegame sacrifice veryLong,https://lichess.org/iybxpj1j#47,
01PES,6rk/1RQ3b1/8/3Pp2p/2P1Pp1q/r1N2PpP/8/5BRK w - - 0 31,c3b5 a3f3 f1g2 f3f2 g1a1 f4f3,2617,88,89,269,crushing long middlegame,https://lichess.org/l3Qw6CYW#61,
01PI1,r5k1/pp1q4/2pp1Q1p/5b2/2P2bp1/5N2/PP3PB1/4RRK1 b - - 0 25,g4f3 e1e7 d7e7 f6e7,1482,75,88,242,crushing middlegame short,https://lichess.org/ztgUWEuK/black#50,
01PI9,2k2r1r/1pq2p2/p1p1p3/2NpP2p/3P1RpP/6P1/PPPQ2P1/2K5 b - - 4 27,h8h7 c5e6 f7e6 f4f8,1261,87,92,6458,advantage endgame short,https://lichess.org/YE44gmiR/black#54,
01PIs,r7/6kp/5rp1/K2Bn3/4P3/2P3b1/PP1B2P1/R6R w - - 1 33,a5b4 f6b6 b4c5 g3f2 d2e3 f2e3,1912,75,88,592,long mate mateIn3 middlegame,https://lichess.org/cGPyOmEJ#65,
01PKH,3r2k1/1pq1pp1p/1nb3p1/1B6/4P3/p4N1P/PbR2PP1/3Q1RK1 w - - 2 20,d1e2 c6b5 c2c7 b5e2,1229,77,86,329,advantage middlegame short,https://lichess.org/VbUvd2TY#39,
01PPM,3r2k1/p1p2ppp/2B1b3/4q3/N6Q/3n4/P4PPP/5RK1 b - - 5 20,d3f4 h4d8,1056,133,38,21,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/8o5hsina/black#40,
01PQE,7R/kb6/2pp1p2/4qP2/3pPN2/1QbP4/B1P5/2K5 w - - 1 38,h8h7 e5f4 c1b1 f4f1,1104,151,53,35,hangingPiece master mate mateIn2 middlegame short,https://lichess.org/ZqbSx2nz#75,
01PQv,3k3r/2R2p2/p7/1p4P1/3PpB2/5bP1/P5r1/4RK2 w - - 13 32,e1c1 h8h1,1051,79,86,63,endgame mate mateIn1 oneMove,https://lichess.org/whjjRDxH#63,
01PTR,2bq1r2/r5bk/1p1P3p/pPpBppp1/P1P5/5PB1/6PP/R2Q1RK1 b - - 0 21,d8d6 d5g8 f8g8 d1d6,1256,77,79,165,crushing discoveredAttack middlegame short,https://lichess.org/eVOlQeMa/black#42,
01PVq,5b1N/p1pkq1pp/b3p3/3p4/3P4/1RB1P3/P1Q2KPP/8 w - - 3 21,c2h7 e7f6 f2e1 f6f1 e1d2 f1e2 d2c1 a6d3 h7d3 e2d3,2165,84,91,1795,advantage middlegame veryLong,https://lichess.org/TdnLNoRn#41,
01Pbw,6k1/ppp2pp1/7p/8/2R5/2Pr4/Pr4PP/1R5K w - - 0 26,b1b2 d3d1,717,91,75,54,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ishxOTLS#51,
01PcY,r6k/4rpp1/n1P4p/1n3R2/4pB1P/8/5PP1/R5K1 b - - 0 45,a6c7 a1a8 c7a8 f5b5,1502,77,92,10078,advantage middlegame short,https://lichess.org/3g7o7Ad3/black#90,
01Pe4,r2qkb1r/1b3ppp/p1p1p3/2ppN3/4nPP1/1P2P3/PBPP3P/RN1QK2R w KQkq - 2 10,d2d3 d8h4 e1f1 h4f2,1239,77,91,1291,mate mateIn2 middlegame short,https://lichess.org/RdO1i0xH#19,Bird_Opening Bird_Opening_Dutch_Variation
01PhQ,1kr5/3n1b2/1p1Pp1p1/p3n3/2P2Q2/1P6/PK6/3R4 w - - 0 34,d1h1 e5d3 b2a1 d3f4,830,95,83,130,crushing endgame fork master short,https://lichess.org/MvDlrAuh#67,
01PjH,5rk1/8/4ppp1/2P1b3/Q7/4R1PP/1q2N2K/8 b - - 2 33,e5d4 a4d4 b2d4 e2d4,1089,78,88,396,crushing endgame short,https://lichess.org/kmyjpX85/black#66,
01Pjd,6r1/1pp5/p2kp2R/3b1p2/3P1N2/P1P3rP/1P4PK/6R1 w - - 2 34,g1e1 g3g2 f4g2 g8g2,918,97,96,1940,crushing endgame short,https://lichess.org/Cvd7ZMxY#67,
01Pkf,r2q1rk1/3pb1pp/1p1Npn2/pB2B3/3P3P/PQ6/1P3Pb1/R3K1R1 b Q - 1 20,g2d5 b3g3 g7g6 b5d3 e7d6 d3g6,2540,88,83,45,crushing long middlegame sacrifice,https://lichess.org/4eK8QZdx/black#40,
01Pko,5rk1/b4ppp/4P3/pp1N4/8/P2rP3/B5PP/2B2RK1 b - - 0 26,f7e6 d5e7 g8h8 f1f8,1196,117,47,41,backRankMate deflection mate mateIn2 middlegame pin short,https://lichess.org/xRhxZONG/black#52,
01PlY,r5k1/p4p1p/1p1R2nQ/4p3/1P2qn2/P7/1B3PP1/R5K1 w - - 0 24,h6g5 h7h6 g5g4 f4e2 g4e2 e4e2,2041,79,92,6270,crushing long middlegame,https://lichess.org/lRX5WZlw#47,
01Pn6,3r3k/p5qp/Qp1bPp2/3P2p1/1P4N1/P6P/6P1/2B3K1 b - - 2 35,f6f5 a6e2 g7a1 e2b2 a1b2 c1b2,2118,76,90,170,advantage endgame long quietMove,https://lichess.org/QWOXzXkT/black#70,
01PoF,1r4k1/1pp4p/p2p2p1/8/4r3/2b2B1P/P1P4P/1R3RK1 b - - 1 22,e4c4 f3d5 g8h8 d5c4,826,107,95,1018,advantage endgame fork short,https://lichess.org/NhFPQ8Tz/black#44,
01Prl,r1bqn1k1/4prbp/p1p3p1/3p4/5P2/1BN5/PPP3PP/R1BQR1K1 b - - 1 14,d8c7 c3d5 c6d5 d1d5 e7e6 d5a8,2178,76,93,6920,crushing long opening,https://lichess.org/2sPwGlma/black#28,Sicilian_Defense Sicilian_Defense_Dragon_Variation
01Prn,3r2k1/p4pp1/1p4qp/2pNp2n/2P1P3/5P1P/PP3QP1/3R2K1 b - - 0 26,g6d6 f2h4 h5f6 d5f6,1836,77,68,48,advantage endgame kingsideAttack short,https://lichess.org/xbfdjky9/black#52,
01Ptp,r1b3k1/1pq3b1/p2N2Q1/2PB4/1P1p4/3Pp3/P4rpP/R5KR b - - 1 30,g8f8 g6e8,1427,85,88,716,mate mateIn1 middlegame oneMove,https://lichess.org/nGsChwtG/black#60,
01Q83,1k2r3/p7/PpB2p1p/1Pq1r1p1/8/1Q4PP/6P1/5R1K b - - 2 34,e8e7 b3g8 e7e8 c6e8,1393,75,83,87,crushing endgame short,https://lichess.org/PNWpUULP/black#68,
01Q8c,r5k1/p4ppp/q1p3b1/3p1PQ1/4n3/2P1R3/P1P4P/4R1K1 b - - 0 23,e4g5 e3e8 a8e8 e1e8,585,90,67,95,backRankMate endgame mate mateIn2 short,https://lichess.org/ca7orS72/black#46,
01QHF,2r1k1nr/ppqn1ppp/4p3/3p4/1Q1NbPP1/P3B3/1PPR3P/2K2BR1 b k - 6 16,g8e7 d4b5 c7c2 d2c2 c8c2 c1d1,1752,75,89,94,advantage long middlegame,https://lichess.org/ZDZrONsV/black#32,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01QId,8/Q4pk1/1Pq3p1/8/4RKP1/4RP1P/P7/6r1 w - - 9 43,a7c7 c6f6,1020,75,98,815,endgame mate mateIn1 oneMove,https://lichess.org/GHY79hnM#85,
01QK3,r4rk1/p4p1p/2p1b2R/3q4/2P2Qp1/8/PP4PP/5R1K b - - 0 23,d5c5 f4e4 f7f5 e4e6 f8f7 h6h7,1864,155,100,9,crushing long middlegame pin,https://lichess.org/Nm6Tpy4t/black#46,
01QLj,5rk1/p4ppp/7q/4p3/1PP2b2/P4Q2/3r2PP/2B1RR1K w - - 3 23,c1d2 h6h2,837,90,92,840,mate mateIn1 middlegame oneMove,https://lichess.org/DmZEfOWZ#45,
01QSt,2k4r/1ppq1pp1/p2p1b2/4p3/2BnP1p1/P1NP2Pr/1PP2PKN/R2Q3R w - - 0 16,d1g4 h3h2 h1h2 h8h2 g2h2 d7g4,1751,75,88,101,crushing long middlegame,https://lichess.org/iKNfDQg1#31,Italian_Game Italian_Game_Other_variations
01QTc,R1b3k1/4pp1p/3p2p1/2pP4/2P1PP2/2Q2B1P/5qPK/1r6 b - - 9 27,h7h5 a8c8 g8h7 c3h8,799,81,95,690,endgame hangingPiece master mate mateIn2 short,https://lichess.org/YTB6JMoe/black#54,
01QV2,8/pp6/4k3/P4p2/1PP2K2/8/8/8 w - - 1 50,b4b5 e6d6 f4f5 d6c5 f5e6 c5c4 b5b6 a7b6,2186,78,91,930,crushing endgame master pawnEndgame veryLong,https://lichess.org/74ngzUtJ#99,
01QWz,8/2K2pkp/R7/5P1N/1b4P1/p6P/6r1/8 b - - 5 51,g7f8 a6a8 f8e7 f5f6,1476,76,79,194,advantage endgame short,https://lichess.org/2M5y0iDZ/black#102,
01QcQ,4r1k1/2p1qpp1/3b3p/pP1p4/P2P4/7P/2QB1PP1/R3r1K1 w - - 0 33,a1e1 e7e1 d2e1 e8e1,654,83,53,40,endgame kingsideAttack mate mateIn2 short,https://lichess.org/h6N2W0kY#65,
01QcW,5R2/8/8/p1p5/PbP3p1/1P3pk1/8/5K2 w - - 4 44,f8b8 b4c3 b8f8 g3h3 f8f7 g4g3 f7f3 h3h2 f1e2 g3g2 f3c3 g2g1q,2863,106,83,319,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/UwsZhZ4i#87,
01Qdr,6k1/pp4p1/7p/1PPp4/P2b2rq/5rN1/6PP/3QR2K w - - 0 30,d1f3 h4h2 h1h2 g4h4,1677,76,94,4368,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/HyDaLl1q#59,
01Qf0,2r1r1k1/1p2b1p1/p2p1pPp/2nPpP1Q/3pP3/1P1q3P/P2B2B1/R4RK1 w - - 0 22,d2h6 g7h6 h5h6 d3e3 h6e3 d4e3,1807,75,87,114,advantage exposedKing long middlegame,https://lichess.org/A3EsrxaJ#43,
01QgQ,r1qk4/pp4Q1/2p1p3/4Pp1B/7P/6P1/P5K1/8 b - - 4 41,c6c5 g7f8 d8c7 f8d6,1741,75,95,968,dovetailMate endgame mate mateIn2 short,https://lichess.org/xBcvuwZY/black#82,
01QgT,8/8/p1pk1R2/1pp1rp2/8/1P1K4/P1P5/8 b - - 1 36,d6d5 c2c4 b5c4 b3c4,999,76,98,862,endgame mate mateIn2 rookEndgame short,https://lichess.org/H2u6Pf0I/black#72,
01Qia,1k4rr/pp3p2/b3p1q1/3p4/6R1/Q6P/PPP2PP1/4R1K1 b - - 4 27,g6c2 a3g3 e6e5 g4g8 h8g8 g3g8,1900,79,97,2038,crushing long middlegame pin,https://lichess.org/JJboyzp6/black#54,
01Qnk,4Q3/2p2ppk/p2bb2p/4N3/3PPP1q/2P5/Pr4PP/RN3RK1 w - - 1 17,e5f7 h4g4 e8h8 h7g6 b1d2 b2d2 f7e5 d6e5,2562,94,92,259,crushing middlegame veryLong,https://lichess.org/K93YlVyz#33,Ruy_Lopez Ruy_Lopez_Berlin_Defense
01QrX,r1b2Qk1/p2p1ppp/1pn5/3N2q1/4PR2/3B4/PPP3PP/5RK1 b - - 0 17,g8f8 f4f7 f8g8 f7f8,1101,79,92,110,mate mateIn2 middlegame short,https://lichess.org/6xvz6ePA/black#34,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
01Qs6,6k1/1N3ppp/p1PK4/8/4p3/7P/8/1r6 b - - 0 43,e4e3 c6c7 b1d1 d6c6 h7h6 c7c8q,1918,76,92,484,advancedPawn advantage defensiveMove endgame long promotion,https://lichess.org/PobTSlWC/black#86,
01QsE,k1r5/P1p5/3p1p1r/3Pp2p/4P3/8/3N2PP/R5K1 b - - 1 35,c7c6 d2c4 h6h8 c4b6 a8b7 b6c8,1805,76,86,508,crushing endgame exposedKing fork long,https://lichess.org/xpzYKWtP/black#70,
01Qta,6r1/8/p1p1k3/P1B3pr/1P2ppRP/2P5/7K/6R1 w - - 2 44,g4g5 h5h4 h2g2 g8g5,1086,78,86,421,crushing endgame interference intermezzo short,https://lichess.org/GnRDQgRO#87,
01Qv4,r4bnr/ppq1kQp1/2p1Pn1p/3p4/3P3P/8/PPP5/RNB1K1NR b KQ - 4 14,e7d6 c1f4,1098,86,94,486,mate mateIn1 middlegame oneMove,https://lichess.org/OR319prB/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01QvL,1R6/2k2p2/5Pp1/3PN1Pp/r3PK2/8/6b1/8 w - - 6 46,e5f7 a4e4 f4g3 e4g4 g3f2 c7b8 d5d6 g2c6,2278,97,87,26,crushing defensiveMove endgame veryLong,https://lichess.org/MpsfnsOP#91,
01Qwv,5rk1/p3Q1pp/2p5/3q4/4p1B1/6PP/4P1K1/8 b - - 3 31,d5d1 g4e6 g8h8 e7f8,979,93,94,1609,deflection endgame mate mateIn2 short,https://lichess.org/hT9Udn33/black#62,
01R41,4rr1k/6bp/p1bp2p1/1p2q3/1P2PN2/2N2QP1/1BP2n1P/2K1R2R b - - 4 26,f8f4 g3f4 e5d4 c3d1,2076,73,92,7915,crushing middlegame short,https://lichess.org/6y6sdouc/black#52,
01R6L,2k5/8/1K1Q4/2P5/8/8/8/1q6 w - - 13 67,b6c6 b1b7,851,76,100,149,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/5Nz1EXwU#133,
01R8j,r6k/6pp/p7/1p6/Q1b5/7P/Pq4P1/R3R2K w - - 0 28,a4a5 c4d5 e1g1 d5g2 g1g2 b2a1,1547,91,65,32,crushing deflection endgame long,https://lichess.org/K1dL3noO#55,
01RKd,8/8/r3p1R1/4K2p/5P2/5kP1/8/8 b - - 6 40,a6b6 f4f5 b6b5 e5e6,2227,76,94,2167,advantage endgame rookEndgame short,https://lichess.org/QBJ03nGZ/black#80,
01RPQ,1Q6/2Pk4/p3pp1p/3q2p1/1p6/1P2P1P1/5P1P/6K1 b - - 2 42,d5c6 b8d8,1021,85,83,102,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/GAWpyeOU/black#84,
01RPd,1R6/4P1k1/6p1/6P1/2p1b3/2Pn2pP/r7/6K1 w - - 0 38,e7e8q a2a1 b8b1 a1b1,1092,79,94,334,endgame mate mateIn2 short,https://lichess.org/ibPP9sZo#75,
01RXs,8/8/3r3p/p1P1k3/4pp2/PPKp4/6PR/8 b - - 0 40,d3d2 h2h5 e5e6 h5h6,1684,75,86,211,crushing endgame interference master rookEndgame short,https://lichess.org/67sQLB4C/black#80,
01Rax,6k1/1p6/p2p1N2/P1pPp3/2P1Pbp1/1P6/6K1/8 b - - 0 42,g8g7 f6e8 g7f8 e8d6,1795,77,95,11994,crushing endgame short,https://lichess.org/szQCm5Dn/black#84,
01Rge,2r1rn1k/1p5B/p7/6R1/3b1q2/2B5/PPQ3P1/2K4R w - - 1 28,c2d2 f4d2 c1d2 d4c3 b2c3 f8h7,2136,117,78,42,advantage attraction long middlegame pin,https://lichess.org/7DovSzOm#55,
01Rl0,r2qr1k1/ppp3bp/3p2p1/2n3P1/8/2PBPQ2/P1P1KP2/R6R b - - 0 17,e8f8 d3c4 d6d5 c4d5 d8d5 f3d5,1876,76,88,376,crushing kingsideAttack long middlegame,https://lichess.org/e6tLMWBw/black#34,Indian_Defense Indian_Defense_Other_variations
01RuT,8/8/8/1P5R/4bk2/4R2P/5P2/r5K1 w - - 1 43,g1h2 a1h1,455,104,84,181,endgame mate mateIn1 oneMove,https://lichess.org/PRrBTjsl#85,
01RvJ,8/8/2pp2kb/p3p3/P1P3NK/2P2P2/8/8 w - - 0 51,g4h6 g6h6 f3f4 h6g6 c4c5 d6d5 h4g4 d5d4 c3d4 e5d4,2737,117,82,199,crushing endgame quietMove veryLong zugzwang,https://lichess.org/cB5tNFFr#101,
01RxX,3r3r/2k2ppp/p1n1p3/8/PpR5/3P4/1P2NPPP/4R1K1 b - - 2 21,d8d3 e1c1 d3d6 e2d4 d6d4 c4d4,1772,75,93,2318,advantage endgame long pin quietMove,https://lichess.org/Td18XdCn/black#42,
01S0o,rq3rk1/p1pn1p2/1pQ1p2p/1N2P1p1/2P3n1/8/PP3PPP/R3KB1R w KQ - 3 17,b5c7 d7e5 c6a8 b8c7 a8e4 c7c5 e4c2 f8d8,2418,93,58,388,crushing defensiveMove middlegame veryLong,https://lichess.org/w4256bcb#33,Indian_Defense Indian_Defense_Seirawan_Attack
01S1N,6k1/5ppp/1P2p3/3p4/3n4/6P1/1r4bP/R5K1 b - - 0 33,g2e4 a1a8,663,92,73,138,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/GfQ7pZ29/black#66,
01S2P,r4rk1/5qpp/p1p1p3/3pB3/6Q1/8/PPP2PPP/R3R1K1 w - - 4 18,e1e3 f7f2 g1h1 f2f1 a1f1 f8f1,1052,90,95,1918,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/PpvbkBkX#35,Vienna_Game Vienna_Game_Other_variations
01S5S,8/p7/1p5B/1kp5/6K1/1P3R2/1r6/8 w - - 2 52,h6g7 b2g2 f3g3 g2g3 g4g3 b5b4,1215,75,100,508,crushing endgame long master,https://lichess.org/UsLqzvpj#103,
01SBn,krr5/8/8/1q1p3P/N2P4/Q1P5/PP4P1/1K6 b - - 0 46,c8c6 a4c5 c6a6 a3a6 b5a6 c5a6,2068,124,70,19,crushing discoveredAttack endgame exposedKing long,https://lichess.org/DChAkgd8/black#92,
01SJ3,r3k2r/ppq2ppp/2p1pn2/4b1B1/7P/3Q2N1/PPP2PP1/2KRR3 b kq - 1 14,a8d8 d3d8 c7d8 d1d8 e8d8 e1e5,1457,76,93,1906,advantage long middlegame,https://lichess.org/oAOvTFiI/black#28,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
01SLc,3k4/5p2/3Pb3/4P1p1/N7/4K3/8/8 b - - 9 54,d8d7 a4c5 d7c6 c5e6,1019,78,96,425,crushing deflection endgame short,https://lichess.org/UzKjaQjs/black#108,
01SMk,r4rk1/pbp2ppp/1pNbp3/1B2n3/Q2P4/4PqP1/PP3P1P/RNB2RK1 b - - 0 13,e5c6 b1d2 f3d5 e3e4 d5d4 b5c6 d4a4 c6a4,1708,75,92,331,advantage middlegame veryLong,https://lichess.org/Bgmp2kSF/black#26,Reti_Opening Reti_Opening_Reti_Accepted
01SN2,8/r7/P1p5/3p4/3K2k1/1P5p/2P5/R7 b - - 1 44,g4g3 d4c5 h3h2 c5b6,1743,76,93,995,crushing endgame master rookEndgame short,https://lichess.org/u1wGtOf8/black#88,
01SWp,r1b5/5pk1/1p1qpnp1/2ppN2r/1p1P3P/1B1Q4/PPP2P2/2K3RR b - - 1 22,c5c4 g1g6 g7f8 d3g3 c4b3 g6f6,2465,84,82,45,advantage long master middlegame quietMove,https://lichess.org/f4WRPAU5/black#44,
01Sak,B1bq2k1/p4ppp/3b3r/1pp5/6n1/PP1P1nP1/4PP1P/R1BQR1K1 w - - 0 17,a8f3 g4f2 c1h6 f2d1,2240,78,74,70,advantage middlegame short,https://lichess.org/fxeDB2Tj#33,English_Opening English_Opening_Anglo-Indian_Defense
01ScQ,r1bqk1nr/pp3ppp/2n5/2bP4/2P1pP2/6P1/PP5P/RNBQKBNR w KQkq - 1 9,d5c6 c5f2 e1e2 c8g4,1695,77,94,2033,advantage opening short,https://lichess.org/BEejaOEt#17,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
01Shz,5k2/1p1r1p2/p1p4p/2Pn2p1/N2R4/1P4P1/P4PKP/8 w - - 0 29,a4b2 d5f4 d4f4 g5f4,1630,77,95,21938,crushing endgame short,https://lichess.org/gILDftXE#57,
01Siq,5rk1/5p2/p2p1Rp1/1p1P2Pp/7r/8/PPPR4/1K6 w - - 0 28,f6d6 h4h1 d2d1 h1d1,501,107,100,240,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/qoBdj9xn#55,
01Soi,8/8/8/3p1pk1/3P2p1/4PPK1/8/8 b - - 0 55,g5g6 f3g4 g6h6 g4f5,1561,76,87,668,crushing endgame pawnEndgame short,https://lichess.org/SZJSUMQg/black#110,
01Sqe,r5k1/R3Qppp/1p2p3/3q4/3P4/4P3/2r2PPP/5RK1 b - - 0 23,a8a7 e7e8,1223,121,44,37,endgame mate mateIn1 oneMove,https://lichess.org/t0ghv79B/black#46,
01Sr1,1r4k1/6pp/4p3/QBR2p2/3q4/B3nP1P/P5P1/6K1 w - - 0 35,a5a7 e3g4 g1h1 d4d1 b5f1 d1f1,1791,76,96,6437,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/mKXjReAm#69,
01St9,r4rk1/pbq2p1p/1pnbpnp1/6N1/3PN3/P6Q/1PB2PPP/R1B2RK1 b - - 5 16,f6e4 h3h7,1189,76,90,202,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IyagUnX1/black#32,Queens_Pawn_Game Queens_Pawn_Game_Symmetrical_Variation
01StK,1r4k1/5pp1/2Bp3p/q2P4/8/1Pb5/P2Q2PP/1K1R4 w - - 0 27,d2d3 b8b3 a2b3 a5a1 b1c2 a1b2,1326,79,78,350,endgame long mate mateIn3 sacrifice,https://lichess.org/URJoRWKJ#53,
01StO,r2r2k1/pp6/2p1p2Q/4qp1R/2P5/5BPP/1P3P2/6K1 b - - 1 26,g8f7 h5g5 d8h8 f3h5 f7e7 g5g7 e5g7 h6g7,2341,86,90,1755,clearance crushing endgame veryLong,https://lichess.org/vdgMKtjk/black#52,
01Suf,r1bqk1nr/pp3ppp/2nbp3/1Bp5/3pP3/5NN1/PPPP1PPP/R1BQK2R w KQkq - 4 7,d2d3 d8a5 f3d2 a5b5,1238,78,92,1196,crushing fork opening short,https://lichess.org/BfscjGsT#13,French_Defense French_Defense_Two_Knights_Variation
01Svs,r3k2r/1q3ppp/p1b1pn2/8/2BP2Q1/4P3/3N1PPP/R4RK1 w kq - 3 15,g4g7 h8g8 g7g8 f6g8,1321,75,56,130,advantage middlegame short,https://lichess.org/fF8MvSeS#29,Slav_Defense Slav_Defense_Other_variations
01Syz,2r2k2/1bR2pp1/7p/1Bnp1N2/8/7P/2P2PP1/6K1 w - - 4 33,c7e7 g7g6 e7b7 c5b7,1666,77,92,1286,crushing endgame short,https://lichess.org/K2V4oHCA#65,
01T0h,r3r2k/1p3pp1/p1p2b1n/q4B2/3P4/B1P1P3/P1Q2PPP/R4RK1 w - - 7 22,a3b4 a5f5 c2f5 h6f5,1063,77,82,550,advantage middlegame short,https://lichess.org/w5Rod6zL#43,
